,area_type,availability,bedrooms,total_sqft,bath,balcony,ranked,price in rupees
6631,B,0,3.0,1850.0,3.0,2.0,242,14600000.0
6632,B,1,3.0,2072.0,3.0,2.0,233,12200000.0
6633,B,1,2.0,800.0,2.0,2.0,257,3000000.0
6634,P,1,4.0,600.0,2.0,1.0,123,8500000.0
6635,B,1,2.0,861.0,2.0,1.0,458,3450000.0
6636,B,1,3.0,1515.0,2.0,1.0,203,7600000.0
6637,B,1,3.0,1999.0,3.0,2.0,261,13500000.0
6638,B,1,3.0,1580.0,2.0,2.0,226,6500000.0
6639,B,1,3.0,3000.0,3.0,2.0,121,45000000.0
6640,B,0,3.0,2000.0,3.0,2.0,214,8500000.0
6641,B,1,5.0,3000.0,3.0,1.0,25,52800000.0
6642,B,1,3.0,1476.0,3.0,0.0,205,10500000.0
6643,B,1,2.0,1080.0,2.0,3.0,493,4500000.0
6644,B,1,2.0,1205.0,2.0,1.0,397,5658000.0
6645,B,1,2.0,1400.0,2.0,2.0,36,16800000.0
6646,B,1,3.0,1607.0,2.0,2.0,178,11200000.0
6647,B,0,1.0,650.0,1.0,1.0,259,5000000.0
6648,B,1,3.0,1777.0,3.0,2.0,213,8900000.0
6649,B,1,2.0,1140.0,2.0,2.0,378,4300000.0
6650,B,1,2.0,1360.0,2.0,1.0,134,9500000.0
6651,B,0,3.0,1655.0,3.0,2.0,134,9700000.0
6652,B,1,3.0,2760.0,5.0,2.0,180,15700000.0
6653,B,1,3.0,1428.0,2.0,1.0,245,8000000.0
6654,B,1,2.0,814.0,2.0,1.0,303,5500000.0
6655,B,1,2.0,1003.0,2.0,1.0,360,4300000.0
6656,P,1,3.0,600.0,4.0,1.0,273,8100000.0
6657,P,1,6.0,2400.0,7.0,2.0,225,10700000.0
6658,B,1,4.0,2700.0,3.0,0.0,310,7500000.0
6659,P,1,4.0,1200.0,4.0,1.0,44,19000000.0
6660,B,1,3.0,1400.0,2.0,2.0,407,6800000.0
6661,B,1,2.0,1120.0,2.0,1.0,126,5376000.0
6662,B,0,3.0,1640.0,4.0,2.0,134,9100000.0
6663,B,1,4.0,2900.0,4.0,2.0,46,32500000.0
6664,B,0,2.0,1200.0,2.0,1.0,180,7200000.0
6665,B,1,1.0,500.0,1.0,1.0,360,1750000.0
6666,B,1,2.0,1140.0,2.0,2.0,301,4300000.0
6667,B,1,4.0,4144.0,4.0,3.0,134,31500000.0
6668,B,0,3.0,1810.0,3.0,2.0,301,11200000.0
6669,B,0,2.0,1170.0,2.0,2.0,175,4400000.0
6670,B,1,1.0,600.0,1.0,0.0,357,4500000.0
6671,P,1,1.0,600.0,1.0,0.0,325,5200000.0
6672,B,1,3.0,2500.0,3.0,2.0,120,40000000.0
6673,B,1,2.0,810.0,2.0,2.0,351,3450000.0
6674,B,1,3.0,1650.0,3.0,2.0,145,11000000.0
6675,B,0,1.0,691.0,1.0,1.0,171,3110000.0
6676,B,1,2.0,1100.0,2.0,1.0,182,4500000.0
6677,B,1,2.0,1050.0,2.0,1.0,458,4800000.0
6678,B,1,3.0,1260.0,2.0,3.0,205,4032000.0
6679,B,0,3.0,1536.0,3.0,1.0,335,10700000.0
6680,P,1,2.0,753.0,3.0,3.0,263,5950000.0
6681,B,1,3.0,1739.0,3.0,1.0,350,10500000.0
6682,B,1,1.0,640.0,1.0,1.0,447,4500000.0
6683,B,1,3.0,2257.0,4.0,2.0,175,15700000.0
6684,B,1,2.0,1500.0,2.0,1.0,196,5000000.0
6685,B,1,4.0,950.0,3.0,3.0,156,17900000.0
6686,B,1,3.0,1265.0,2.0,2.0,396,6500000.0
6687,B,1,1.0,1500.0,1.0,1.0,245,1950000.0
6688,B,1,3.0,1310.0,2.0,3.0,474,5000000.0
6689,B,0,3.0,1033.0,2.0,2.0,447,2841000.0
6690,P,1,4.0,2028.0,4.0,3.0,82,16200000.0
6691,P,1,4.0,660.0,4.0,2.0,203,9000000.0
6692,B,0,3.0,1532.0,3.0,3.0,247,9200000.0
6693,B,0,3.0,1792.0,3.0,1.0,265,10400000.0
6694,B,1,4.0,1200.0,2.0,2.0,120,3500000.0
6695,B,0,3.0,1167.0,2.0,2.0,445,3997999.9999999995
6696,P,1,3.0,1808.0,4.0,2.0,245,8027000.0
6697,P,1,3.0,1200.0,3.0,3.0,235,20000000.0
6698,P,1,3.0,1200.0,3.0,3.0,236,9575000.0
6699,P,1,4.0,740.0,2.0,1.0,458,2450000.0
6700,B,1,3.0,1475.0,2.0,2.0,305,5899000.0
6701,B,1,2.0,1200.0,2.0,2.0,369,5200000.0
6702,B,1,2.0,1065.0,2.0,1.0,371,3500000.0
6703,P,1,1.0,812.0,1.0,1.0,499,2600000.0
6704,B,1,2.0,1102.0,2.0,2.0,234,5367000.0
6705,B,1,2.0,1136.0,2.0,3.0,309,6450000.0
6706,B,0,2.0,1239.0,2.0,1.0,290,8200000.0
6707,B,1,3.0,2215.0,4.0,2.0,88,15000000.0
6708,B,1,2.0,750.0,2.0,0.0,340,5800000.0
6709,B,1,1.0,410.0,1.0,1.0,435,1500000.0
6710,B,0,1.0,605.0,1.0,0.0,447,1331000.0
6711,B,0,1.0,645.0,1.0,1.0,493,1645000.0
6712,B,1,2.0,1000.0,2.0,1.0,396,3500000.0
6713,B,1,3.0,1464.0,3.0,2.0,301,5600000.0
6714,B,1,2.0,1150.0,2.0,1.0,134,7000000.0
6715,B,1,2.0,1185.0,2.0,2.0,121,6700000.0
6716,B,1,2.0,1141.0,2.0,2.0,459,4000000.0
6717,P,1,3.0,1448.0,4.0,0.0,411,11800000.0
6718,B,1,3.0,1718.0,3.0,3.0,25,22300000.0
6719,B,0,3.0,1859.0,3.0,1.0,265,10800000.0
6720,P,1,3.0,1200.0,2.0,1.0,181,10000000.0
6721,B,1,2.0,1308.0,2.0,1.0,171,8300000.0
6722,B,0,2.0,1183.0,2.0,1.0,233,7725000.0
6723,B,1,2.0,1100.0,2.0,1.0,235,5500000.0
6724,P,1,4.0,10624.0,4.0,2.0,25,234000000.0
6725,B,1,2.0,1000.0,2.0,2.0,209,3200000.0
6726,B,0,3.0,1240.0,2.0,2.0,120,4600000.0
6727,B,0,3.0,1950.0,3.0,2.0,64,19300000.0
6728,B,1,2.0,1030.0,2.0,1.0,371,3450000.0
6729,B,1,2.0,972.0,2.0,2.0,93,4300000.0
6730,P,1,3.0,1800.0,3.0,0.0,271,9500000.0
6731,B,1,2.0,1050.0,2.0,2.0,268,12500000.0
6732,B,1,2.0,1065.0,2.0,2.0,382,2850000.0
6733,B,1,3.0,1783.0,3.0,1.0,118,11500000.0
6734,B,1,3.0,1290.0,2.0,3.0,335,4515000.0
6735,B,1,2.0,1256.0,2.0,1.0,437,6000000.0
6736,B,1,2.0,1255.0,2.0,1.0,182,5750000.0
6737,B,1,3.0,2000.0,3.0,1.0,245,9000000.0
6738,P,1,3.0,600.0,3.0,1.0,103,5400000.0
6739,B,1,4.0,2330.0,3.0,2.0,198,9471000.0
6740,P,1,3.0,440.0,3.0,0.0,330,5000000.0
6741,B,0,2.0,1290.0,2.0,3.0,335,7400000.0
6742,B,1,2.0,1200.0,2.0,1.0,93,3500000.0
6743,B,0,3.0,2082.0,3.0,2.0,310,10400000.0
6744,P,1,9.0,600.0,9.0,3.0,145,19000000.0
6745,B,1,2.0,1206.0,2.0,3.0,489,3850000.0
6746,B,1,2.0,1240.0,2.0,2.0,120,6000000.0
6747,B,0,3.0,1599.0,3.0,2.0,447,9900000.0
6748,B,1,2.0,985.0,2.0,1.0,210,5500000.0
6749,P,1,2.0,2260.0,3.0,1.0,362,8000000.0
6750,B,1,2.0,1117.0,2.0,1.0,49,11000000.0
6751,B,0,3.0,1650.0,3.0,2.0,121,10100000.0
6752,B,1,2.0,1277.0,2.0,2.0,335,5500000.0
6753,B,0,2.0,1036.0,2.0,1.0,78,5000000.0
6754,B,0,3.0,1176.0,2.0,1.0,340,3527000.0000000005
6755,B,1,3.0,1525.0,2.0,2.0,171,6000000.0
6756,B,0,3.0,1318.0,2.0,1.0,181,8528000.0
6757,B,1,3.0,1458.0,3.0,2.0,393,6000000.0
6758,B,1,3.0,1709.0,3.0,2.0,188,15000000.0
6759,B,1,3.0,1300.0,2.0,2.0,132,7500000.0
6760,B,1,2.0,1095.0,2.0,1.0,93,3833000.0
6761,B,1,3.0,1330.0,2.0,2.0,396,4655000.0
6762,B,1,3.0,1555.0,2.0,1.0,447,8200000.0
6763,P,1,7.0,1200.0,5.0,2.0,216,18000000.0
6764,B,1,3.0,1384.0,3.0,2.0,400,6228000.0
6765,B,1,2.0,1082.0,2.0,2.0,294,6400000.0
6766,B,1,2.0,1035.0,2.0,1.0,278,6000000.0
6767,B,1,4.0,2150.0,4.0,2.0,407,9000000.0
6768,B,1,5.0,2500.0,4.0,0.0,93,65000000.0
6769,B,1,3.0,2144.0,4.0,2.0,106,14500000.0
6770,B,1,2.0,1200.0,2.0,3.0,121,4900000.0
6771,B,0,3.0,1517.0,3.0,2.0,265,7128000.0
6772,B,1,3.0,1082.0,2.0,1.0,435,4900000.0
6773,B,0,1.0,525.0,1.0,1.0,335,3000000.0
6774,B,0,2.0,1200.0,2.0,1.0,175,4800000.0
6775,B,1,2.0,1050.0,2.0,1.0,396,4200000.0
6776,B,1,3.0,1700.0,3.0,2.0,265,13000000.0
6777,B,1,3.0,1800.0,3.0,3.0,126,8000000.0
6778,P,0,1.0,231303.0,1.0,0.0,234,11000000.0
6779,B,1,2.0,1134.0,2.0,2.0,297,5500000.0
6780,B,1,2.0,1000.0,2.0,2.0,122,3600000.0
6781,B,1,3.0,1250.0,3.0,3.0,335,6260000.0
6782,B,1,3.0,2039.0,3.0,2.0,214,16800000.0
6783,B,0,3.0,1220.0,3.0,1.0,447,3522999.9999999995
6784,B,1,2.0,1235.0,2.0,2.0,133,6500000.0
6785,B,1,3.0,1750.0,3.0,2.0,204,8100000.0
6786,B,1,3.0,1690.0,3.0,2.0,254,8500000.0
6787,B,1,3.0,1750.0,3.0,2.0,204,13000000.0
6788,B,1,3.0,1475.0,3.0,2.0,145,7500000.0
6789,B,1,2.0,1260.0,2.0,2.0,134,4950000.0
6790,B,0,2.0,1232.0,2.0,1.0,182,6600000.0
6791,B,1,3.0,1250.0,3.0,3.0,435,4800000.0
6792,B,0,3.0,1991.0,3.0,2.0,134,10400000.0
6793,B,1,2.0,660.0,1.0,1.0,447,2310000.0
6794,B,1,3.0,1767.0,3.0,1.0,214,10300000.0
6795,B,1,5.0,1100.0,5.0,0.0,226,13500000.0
6796,B,1,3.0,2365.0,4.0,2.0,182,17500000.0
6797,B,1,3.0,1500.0,2.0,2.0,341,5200000.0
6798,B,1,4.0,3100.0,5.0,1.0,12,38500000.0
6799,B,1,2.0,1009.0,2.0,2.0,145,5600000.0
6800,B,1,3.0,1852.0,4.0,2.0,67,12200000.0
6801,B,1,6.0,2999.0,6.0,0.0,233,11000000.0
6802,B,1,3.0,2003.0,3.0,3.0,203,20000000.0
6803,B,1,3.0,1485.0,3.0,2.0,292,7800000.0
6804,P,1,6.0,1680.0,6.0,1.0,396,12500000.0
6805,B,1,6.0,1799.0,6.0,3.0,228,10100000.0
6806,B,0,3.0,1819.0,3.0,1.0,143,16000000.0
6807,P,1,4.0,1350.0,4.0,2.0,296,16000000.0
6808,B,1,3.0,1884.0,3.0,3.0,254,9800000.0
6809,B,0,3.0,1286.0,3.0,1.0,303,6700000.0
6810,B,1,3.0,1370.0,2.0,2.0,316,6150000.0
6811,P,1,3.0,7800.0,3.0,2.0,12,200000000.0
6812,B,1,3.0,1730.0,3.0,1.0,275,9600000.0
6813,B,1,2.0,1075.0,2.0,1.0,265,5150000.0
6814,B,1,1.0,1300.0,1.0,0.0,259,20000000.0
6815,B,1,1.0,700.0,1.0,0.0,432,4100000.0
6816,P,0,2.0,1200.0,2.0,1.0,134,4500000.0
6817,B,1,2.0,1200.0,2.0,2.0,224,6050000.0
6818,B,1,3.0,1160.0,2.0,2.0,447,4200000.0
6819,B,0,2.0,1290.0,2.0,3.0,164,4063000.0000000005
6820,B,1,3.0,1914.0,3.0,3.0,235,17900000.0
6821,B,1,3.0,2000.0,3.0,2.0,181,12000000.0
6822,P,1,4.0,1250.0,3.0,0.0,90,17500000.0
6823,B,1,3.0,1840.0,3.0,3.0,234,8500000.0
6824,B,0,4.0,2690.0,4.0,3.0,72,19100000.0
6825,B,1,3.0,1075.0,2.0,1.0,225,4200000.0
6826,P,1,4.0,1600.0,4.0,1.0,341,20000000.0
6827,B,1,3.0,1500.0,3.0,2.0,341,6500000.0
6828,B,1,3.0,1998.0,3.0,2.0,246,11700000.0
6829,P,1,3.0,2400.0,2.0,2.0,148,18500000.0
6830,B,0,2.0,1095.0,2.0,2.0,103,3852000.0000000005
6831,B,1,3.0,1665.0,3.0,2.0,335,7490000.000000001
6832,B,0,2.0,1145.0,2.0,1.0,447,5400000.0
6833,B,1,2.0,900.0,2.0,2.0,430,4200000.0
6834,P,1,3.0,1500.0,3.0,2.0,245,10000000.0
6835,B,1,2.0,782.0,2.0,2.0,288,5568000.0
6836,B,1,2.0,1210.0,2.0,1.0,278,6000000.0
6837,B,1,3.0,1627.0,3.0,2.0,396,8800000.0
6838,B,1,2.0,1150.0,2.0,2.0,134,9000000.0
6839,B,0,2.0,1118.0,2.0,1.0,134,7500000.0
6840,B,0,3.0,1732.0,3.0,1.0,233,8573000.0
6841,B,1,2.0,1080.0,2.0,1.0,78,5400000.0
6842,B,1,3.0,1758.0,3.0,2.0,295,9500000.0
6843,B,1,2.0,1250.0,2.0,1.0,214,4300000.0
6844,B,1,2.0,1095.0,2.0,1.0,442,4500000.0
6845,B,0,2.0,1128.0,2.0,1.0,447,6558000.0
6846,B,1,3.0,1880.0,3.0,3.0,233,12000000.0
6847,B,1,2.0,1070.0,2.0,1.0,447,5500000.0
6848,B,0,3.0,1157.0,2.0,1.0,171,7500000.0
6849,B,0,2.0,1282.0,2.0,1.0,143,7200000.0
6850,B,1,3.0,3761.0,3.0,2.0,2,65000000.0
6851,B,1,3.0,1375.0,2.0,1.0,93,5499000.0
6852,P,1,3.0,1500.0,3.0,2.0,473,9000000.0
6853,B,1,3.0,1354.0,2.0,1.0,116,9800000.0
6854,B,1,3.0,1558.0,2.0,2.0,335,6500000.0
6855,B,1,1.0,722.0,1.0,0.0,332,4600000.0
6856,B,1,2.0,1213.0,2.0,1.0,203,6300000.0
6857,P,1,2.0,1000.0,2.0,0.0,341,16500000.0
6858,B,1,4.0,3000.0,4.0,2.0,80,24000000.0
6859,B,1,2.0,1185.0,2.0,2.0,349,7500000.0
6860,B,1,4.0,1475.0,2.0,1.0,339,5000000.0
6861,B,1,4.0,3700.0,4.0,2.0,50,31400000.0
6862,B,1,2.0,936.0,2.0,2.0,182,4300000.0
6863,B,1,3.0,1706.0,3.0,3.0,46,15400000.0
6864,B,0,3.0,1500.0,2.0,1.0,447,7800000.0
6865,P,1,2.0,1440.0,2.0,0.0,224,9500000.0
6866,B,0,2.0,1270.0,2.0,1.0,108,9800000.0
6867,B,1,2.0,1080.0,2.0,1.0,90,4900000.0
6868,B,1,3.0,1779.0,3.0,2.0,310,8961000.0
6869,B,0,2.0,1235.0,2.0,2.0,134,4700000.0
6870,B,0,3.0,1250.0,3.0,2.0,260,5600000.0
6871,B,1,2.0,1341.0,2.0,1.0,106,9700000.0
6872,P,1,3.0,1400.0,3.0,3.0,175,20000000.0
6873,B,1,3.0,2160.0,4.0,2.0,134,17200000.0
6874,B,1,3.0,1269.0,2.0,2.0,256,6300000.0
6875,B,1,2.0,1268.0,2.0,1.0,431,7300000.0
6876,B,1,2.0,925.0,2.0,2.0,257,3500000.0
6877,B,1,3.0,1850.0,3.0,1.0,69,18000000.0
6878,B,1,3.0,1525.0,2.0,2.0,93,9913000.0
6879,B,1,3.0,1740.0,3.0,2.0,36,19100000.0
6880,B,1,2.0,1150.0,2.0,1.0,411,4200000.0
6881,B,1,3.0,1350.0,3.0,2.0,447,5800000.0
6882,B,1,1.0,600.0,1.0,1.0,175,4300000.0
6883,B,1,3.0,1464.0,3.0,2.0,301,5600000.0
6884,P,1,5.0,750.0,4.0,0.0,233,6200000.0
6885,B,1,2.0,1154.0,2.0,2.0,231,4700000.0
6886,B,1,2.0,1220.0,2.0,2.0,463,5200000.0
6887,B,1,4.0,3633.0,5.0,1.0,48,33500000.0
6888,B,1,3.0,1800.0,3.0,2.0,49,5300000.0
6889,B,1,3.0,1360.0,2.0,2.0,315,7300000.0
6890,B,1,1.0,500.0,2.0,1.0,265,2400000.0
6891,B,1,2.0,1000.0,2.0,2.0,171,4000000.0
6892,P,1,3.0,600.0,3.0,2.0,263,5800000.0
6893,B,1,2.0,1060.0,2.0,2.0,481,3700000.0
6894,B,1,2.0,1198.0,2.0,1.0,101,6500000.0
6895,B,1,2.0,1115.0,2.0,1.0,371,4000000.0
6896,B,1,2.0,1009.0,2.0,2.0,145,5600000.0
6897,P,1,3.0,1200.0,2.0,0.0,294,6650000.0
6898,B,0,3.0,3580.0,3.0,1.0,121,41100000.0
6899,B,0,2.0,1225.0,2.0,1.0,301,6738000.0
6900,B,1,2.0,750.0,2.0,1.0,435,3800000.0
6901,B,1,3.0,1801.0,3.0,2.0,106,11500000.0
6902,B,1,2.0,1255.0,2.0,3.0,257,6500000.0
6903,B,1,3.0,1520.0,3.0,3.0,209,8500000.0
6904,B,1,2.0,1180.0,2.0,1.0,125,6900000.0
6905,B,1,3.0,1890.0,4.0,2.0,254,10000000.0
6906,B,0,2.0,1020.0,2.0,1.0,447,3060000.0
6907,B,1,4.0,3606.0,4.0,2.0,134,31200000.0
6908,B,1,2.0,835.0,2.0,0.0,203,3700000.0
6909,B,1,2.0,1339.0,2.0,2.0,335,7150000.0
6910,B,1,3.0,1770.0,3.0,2.0,171,18000000.0
6911,B,1,7.0,2700.0,4.0,1.0,203,16000000.0
6912,B,1,2.0,1224.0,2.0,2.0,213,7000000.0
6913,B,0,3.0,1350.0,3.0,2.0,180,4725000.0
6914,B,1,3.0,1893.0,3.0,2.0,17,11500000.0
6915,B,0,2.0,900.0,2.0,1.0,302,2700000.0
6916,B,1,2.0,990.0,2.0,1.0,341,3150000.0
6917,B,1,3.0,1540.0,3.0,3.0,164,7600000.0
6918,B,1,3.0,2476.0,3.0,3.0,16,33700000.0
6919,P,1,3.0,1500.0,3.0,2.0,335,9700000.0
6920,P,1,6.0,1500.0,9.0,3.0,51,23000000.0
6921,B,1,3.0,1785.0,3.0,3.0,214,11800000.0
6922,B,1,3.0,1452.0,3.0,3.0,335,5650000.0
6923,B,0,3.0,1645.0,3.0,2.0,78,11300000.0
6924,B,1,2.0,1265.0,2.0,2.0,233,8500000.0
6925,B,1,3.0,1550.0,2.0,3.0,403,8000000.0
6926,B,1,3.0,1350.0,2.0,2.0,467,4700000.0
6927,B,1,3.0,1065.0,2.0,1.0,493,3300000.0
6928,P,1,2.0,1200.0,4.0,1.0,196,13800000.0
6929,B,1,3.0,1800.0,3.0,1.0,120,13000000.0
6930,B,1,3.0,1075.0,2.0,1.0,225,3100000.0
6931,B,0,2.0,1140.0,2.0,2.0,278,4911000.0
6932,P,1,7.0,1900.0,3.0,0.0,120,16200000.0
6933,B,1,4.0,3126.0,5.0,3.0,40,34500000.0
6934,B,1,2.0,1040.0,2.0,2.0,252,5000000.0
6935,B,1,2.0,650.0,1.0,1.0,51,4000000.0
6936,B,0,4.0,3073.0,5.0,2.0,108,69600000.0
6937,B,1,2.0,1181.0,2.0,0.0,231,5500000.0
6938,P,1,5.0,1200.0,5.0,2.0,71,18000000.0
6939,B,1,3.0,1850.0,4.0,2.0,67,12000000.0
6940,B,1,4.0,2400.0,5.0,1.0,230,8500000.0
6941,B,1,2.0,1934.0,2.0,0.0,336,9000000.0
6942,B,1,3.0,1830.0,3.0,3.0,182,12100000.0
6943,B,0,2.0,1100.0,2.0,1.0,353,6200000.0
6944,B,0,3.0,1290.0,3.0,2.0,261,4533000.0
6945,B,1,3.0,1690.0,3.0,2.0,254,8500000.0
6946,B,0,3.0,1308.0,2.0,3.0,396,5300000.0
6947,B,1,5.0,2400.0,4.0,0.0,245,9700000.0
6948,B,0,3.0,1739.0,3.0,1.0,132,11600000.0
6949,B,0,2.0,1205.0,2.0,2.0,212,6447000.0
6950,P,1,7.0,1280.0,5.0,3.0,320,15000000.0
6951,B,1,2.0,1350.0,2.0,3.0,51,18000000.0
6952,B,1,2.0,1101.0,2.0,0.0,396,4500000.0
6953,B,1,3.0,1975.0,3.0,3.0,182,12300000.0
6954,B,1,2.0,1100.0,2.0,2.0,101,4800000.0
6955,B,1,3.0,2135.0,3.0,2.0,39,17000000.0
6956,B,1,2.0,1005.0,2.0,2.0,261,4500000.0
6957,B,1,3.0,1340.0,2.0,2.0,360,6431000.0
6958,P,1,6.0,4000.0,6.0,2.0,132,46000000.0
6959,B,1,3.0,3155.0,4.0,2.0,15,37000000.0
6960,B,1,5.0,3500.0,5.0,0.0,145,35000000.0
6961,B,1,3.0,1440.0,3.0,2.0,103,7200000.0
6962,B,1,4.0,2400.0,4.0,3.0,196,13500000.0
6963,B,1,1.0,540.0,1.0,2.0,350,2400000.0
6964,B,0,1.0,630.0,1.0,1.0,447,3370000.0000000005
6965,B,0,2.0,1160.0,2.0,1.0,121,5900000.0
6966,B,1,3.0,1850.0,3.0,3.0,171,14000000.0
6967,B,1,3.0,1450.0,3.0,2.0,278,7100000.0
6968,B,1,2.0,1194.0,2.0,1.0,261,5100000.0
6969,B,1,2.0,1267.0,3.0,1.0,265,7800000.0
6970,B,1,3.0,1700.0,3.0,2.0,212,12600000.0
6971,B,0,3.0,1645.0,3.0,2.0,78,11700000.0
6972,B,1,1.0,600.0,1.0,1.0,492,1950000.0
6973,B,1,2.0,695.0,1.0,1.0,473,2500000.0
6974,B,0,2.0,1199.0,2.0,2.0,234,5000000.0
6975,P,1,5.0,1200.0,5.0,1.0,61,13000000.0
6976,B,1,3.0,1288.0,2.0,1.0,93,7000000.0
6977,B,1,3.0,1933.0,3.0,2.0,234,14000000.0
6978,B,1,2.0,1339.0,2.0,2.0,335,8500000.0
6979,B,1,3.0,1584.0,3.0,2.0,248,10100000.0
6980,B,1,3.0,1300.0,3.0,2.0,171,6000000.0
6981,B,0,2.0,1451.0,2.0,1.0,171,8700000.0
6982,P,1,6.0,2295.0,3.0,0.0,8,65000000.0
6983,B,1,2.0,1105.0,2.0,1.0,261,5000000.0
6984,B,1,3.0,1430.0,2.0,3.0,233,5600000.0
6985,P,1,9.0,1590.0,6.0,1.0,91,15000000.0
6986,B,1,4.0,4040.0,4.0,0.0,82,50000000.0
6987,B,1,2.0,1194.0,2.0,2.0,460,4600000.0
6988,B,0,3.0,1691.0,3.0,2.0,171,10000000.0
6989,B,1,2.0,1275.0,2.0,2.0,175,4950000.0
6990,B,0,3.0,1755.0,3.0,1.0,225,12200000.0
6991,B,1,1.0,440.0,1.0,1.0,265,1650000.0
6992,B,1,3.0,1200.0,4.0,2.0,90,20500000.0
6993,B,1,3.0,1583.0,3.0,3.0,234,10500000.0
6994,B,0,2.0,1000.0,2.0,1.0,341,4600000.0
6995,B,0,2.0,1225.0,2.0,1.0,301,6738000.0
6996,P,1,5.0,900.0,4.0,0.0,145,9000000.0
6997,P,1,4.0,4382.0,4.0,3.0,245,40000000.0
6998,B,0,2.0,1255.0,2.0,2.0,278,5276000.0
6999,B,1,2.0,1365.0,2.0,2.0,112,7300000.0
7000,B,1,2.0,1100.0,2.0,2.0,134,5200000.0
7001,B,1,1.0,600.0,1.0,1.0,476,4300000.0
7002,B,0,2.0,1447.0,2.0,1.0,212,7597000.0
7003,P,1,3.0,600.0,4.0,1.0,121,10000000.0
7004,B,1,4.0,3000.0,4.0,2.0,203,14000000.0
7005,B,1,2.0,950.0,2.0,3.0,143,5700000.0
7006,B,1,2.0,1250.0,2.0,0.0,231,4800000.0
7007,B,1,2.0,1386.0,2.0,1.0,447,8500000.0
7008,B,1,3.0,1852.0,3.0,2.0,209,16000000.0
7009,B,1,3.0,1721.0,3.0,2.0,298,9300000.0
7010,B,0,3.0,1814.0,3.0,1.0,335,12900000.0
7011,P,1,4.0,4750.0,2.0,1.0,120,12000000.0
7012,B,0,2.0,1032.0,2.0,1.0,447,3199000.0
7013,B,1,3.0,1650.0,3.0,2.0,268,7800000.0
7014,B,1,3.0,1697.0,3.0,2.0,134,10800000.0
7015,B,1,2.0,883.0,2.0,1.0,341,3700000.0
7016,B,1,3.0,1225.0,3.0,3.0,399,6000000.0
7017,B,1,2.0,1050.0,2.0,1.0,171,6350000.0
7018,B,1,2.0,1125.0,2.0,1.0,212,5400000.0
7019,B,1,2.0,1200.0,2.0,0.0,103,9000000.0
7020,B,0,3.0,1328.0,2.0,2.0,78,6000000.0
7021,B,1,6.0,1800.0,6.0,2.0,228,10100000.0
7022,B,1,2.0,1165.0,2.0,1.0,49,13500000.0
7023,B,1,2.0,1101.0,2.0,2.0,114,6550000.0
7024,B,1,3.0,1698.0,3.0,2.0,233,10200000.0
7025,B,1,2.0,1200.0,2.0,2.0,237,5500000.0
7026,B,1,2.0,900.0,2.0,1.0,237,6000000.0
7027,B,1,3.0,1723.0,3.0,2.0,213,9500000.0
7028,B,0,2.0,1376.0,2.0,1.0,93,12400000.0
7029,B,1,3.0,1250.0,2.0,1.0,308,7713000.0
7030,B,1,2.0,1300.0,2.0,2.0,447,2800000.0
7031,B,1,3.0,1645.0,3.0,3.0,203,10000000.0
7032,B,1,1.0,650.0,1.0,1.0,265,1700000.0
7033,B,1,2.0,850.0,2.0,1.0,425,3250000.0
7034,B,1,3.0,1358.0,2.0,1.0,445,4310000.0
7035,B,1,2.0,1115.0,2.0,2.0,302,5000000.0
7036,B,1,2.0,1170.0,2.0,2.0,360,6500000.0
7037,B,1,2.0,1154.0,2.0,1.0,464,5700000.0
7038,P,1,4.0,2400.0,4.0,1.0,121,24000000.0
7039,B,1,2.0,1215.0,2.0,2.0,234,5886000.0
7040,B,1,3.0,1670.0,3.0,3.0,132,9186000.0
7041,B,1,3.0,1521.0,3.0,1.0,153,9471000.0
7042,B,1,3.0,1385.0,3.0,3.0,312,9000000.0
7043,P,1,2.0,680.0,2.0,0.0,323,4200000.0
7044,B,1,2.0,1070.0,2.0,1.0,447,5300000.0
7045,B,0,3.0,1611.0,2.0,2.0,447,4833000.0
7046,B,1,2.0,1100.0,2.0,2.0,233,4200000.0
7047,B,1,2.0,1269.0,2.0,2.0,49,9700000.0
7048,P,0,5.0,1200.0,5.0,1.0,213,22500000.0
7049,B,1,2.0,1080.0,2.0,2.0,203,7200000.0
7050,B,0,2.0,700.0,2.0,1.0,335,3600000.0
7051,B,0,2.0,1216.0,2.0,1.0,134,7500000.0
7052,P,1,2.0,1400.0,2.0,0.0,493,6000000.0
7053,B,0,2.0,1308.0,2.0,1.0,171,7500000.0
7054,B,1,2.0,1418.0,2.0,2.0,88,10400000.0
7055,B,1,2.0,1175.0,2.0,2.0,360,8668000.0
7056,B,1,3.0,1484.0,3.0,2.0,231,5250000.0
7057,P,1,4.0,5000.0,4.0,2.0,38,29000000.0
7058,B,1,2.0,1185.0,2.0,1.0,93,5115000.0
7059,B,1,3.0,1655.0,3.0,2.0,120,8606000.0
7060,B,0,2.0,1331.0,2.0,1.0,335,10700000.0
7061,B,0,2.0,1080.0,2.0,2.0,203,3500000.0
7062,P,1,6.0,600.0,4.0,3.0,442,6500000.0
7063,B,1,2.0,1291.0,2.0,3.0,126,4900000.0
7064,B,1,4.0,3516.0,4.0,3.0,93,54000000.0
7065,B,1,2.0,1021.0,2.0,1.0,252,4800000.0
7066,B,1,3.0,1300.0,2.0,2.0,175,7000000.0
7067,B,0,2.0,1030.0,2.0,1.0,152,5036000.0
